amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
10.57,16,Electronics,0,0,42,0,32,0
59.68,7,Food,0,0,37,0,65,0
54.61,1,Travel,0,0,51,3,30,0
51.06,16,Grocery,0,1,64,2,39,0
426.09,17,Grocery,0,0,63,3,60,0
51.67,4,Travel,0,0,82,2,52,0
57.13,8,Food,0,0,81,3,40,0
256.43,8,Grocery,0,1,48,2,18,0
107.53,1,Food,0,1,46,2,55,0
269.87,1,Clothing,0,0,75,2,25,0
12.17,18,Travel,0,0,62,5,22,0
120.35,22,Clothing,0,0,85,2,56,0
6.15,2,Grocery,0,0,73,0,52,0
11.65,16,Food,0,0,47,0,58,0
426.44,13,Clothing,1,0,28,1,31,0
26.99,13,Grocery,0,0,61,1,19,0
136.83,13,Electronics,0,0,30,3,20,0
95.31,5,Clothing,0,0,52,2,36,0
76.81,2,Electronics,0,0,32,2,27,0
414.17,0,Electronics,0,0,44,3,19,0
3.97,15,Grocery,0,0,40,1,62,0
196.2,3,Travel,0,0,37,2,31,0
595.36,0,Food,0,0,86,0,36,0
147.85,16,Grocery,0,0,90,1,62,0
497.13,17,Clothing,0,0,77,4,24,0
9.66,7,Food,0,0,52,2,20,0
97.68,1,Travel,0,0,42,2,18,0
54.24,17,Grocery,0,0,31,3,69,0
236.23,15,Travel,0,0,45,2,40,0
716.23,9,Clothing,0,1,65,0,30,0
53.36,7,Grocery,0,1,63,3,55,0
191.13,11,Clothing,0,0,97,2,61,0
39.74,21,Food,0,0,34,3,27,0
149.97,15,Food,0,0,55,4,52,0
112.23,11,Travel,0,0,66,3,48,0
643.63,10,Travel,0,0,93,1,50,0
168.81,19,Food,0,0,83,2,41,0
77.4,18,Electronics,0,0,62,0,30,0
21.81,0,Food,0,0,67,3,51,0
29.52,2,Grocery,0,0,26,2,36,0
45.95,11,Clothing,0,0,30,5,37,0
52.01,8,Food,0,0,53,1,20,0
342.22,20,Food,0,0,54,2,36,0
148.28,21,Clothing,0,0,64,1,64,0
133.39,4,Clothing,0,1,61,2,48,0
21.94,0,Grocery,0,0,31,2,36,0
354.08,9,Clothing,0,0,74,1,59,0
230.95,16,Travel,0,0,42,1,44,0
12.61,3,Food,0,0,32,2,28,0
221.48,14,Clothing,0,0,95,4,64,0
141.17,18,Grocery,0,1,79,3,57,0
15.35,7,Clothing,0,0,72,3,28,0
110.35,22,Food,0,0,98,3,34,0
119.34,14,Electronics,0,0,82,2,51,0
32.63,6,Clothing,0,0,40,0,67,0
524.38,14,Travel,0,0,49,1,26,0
341.45,7,Food,0,0,53,4,56,0
199.03,22,Grocery,1,0,32,2,59,0
111.68,9,Food,0,0,79,4,40,0
95.51,17,Electronics,0,0,76,1,25,0
189.47,3,Grocery,0,0,50,1,30,0
141.91,14,Electronics,0,0,49,0,51,0
11.57,10,Electronics,0,0,97,0,59,0
129.32,21,Travel,0,0,50,1,34,0
295.56,2,Clothing,0,0,71,1,65,0
110.66,14,Travel,0,0,25,5,61,0
9.6,2,Travel,0,0,88,2,55,0
277.75,14,Travel,0,0,36,2,32,0
40.47,5,Grocery,0,0,48,1,48,0
53.86,0,Clothing,0,0,54,1,64,0
32.39,13,Clothing,0,0,38,0,65,0
72.14,15,Grocery,0,0,47,3,20,0
254.46,0,Travel,0,0,26,4,62,0
131.88,20,Travel,1,0,27,3,67,0
41.27,16,Electronics,0,0,30,2,52,0
378.42,7,Electronics,0,0,45,0,53,0
381.02,17,Food,0,0,44,5,22,0
368.04,15,Electronics,0,0,45,4,43,0
49.11,5,Clothing,0,0,64,0,43,0
108.02,9,Grocery,0,0,92,2,69,0
755.82,9,Travel,0,0,49,3,41,0
266.12,4,Food,0,0,95,1,23,0
4.96,11,Electronics,0,0,95,1,24,0
12.14,19,Food,0,0,57,3,69,0
112.23,16,Grocery,1,0,75,2,45,0
431.88,13,Grocery,0,0,96,4,62,0
139.27,13,Food,0,0,44,2,31,0
123.98,2,Food,0,0,43,1,56,0
20.06,11,Food,0,0,95,2,38,0
192.49,19,Travel,1,0,80,3,28,0
310.78,17,Clothing,0,0,80,3,29,0
86.17,11,Electronics,0,0,25,2,67,0
268.99,1,Electronics,0,0,63,4,67,0
600.76,1,Electronics,0,0,61,1,51,0
41.02,16,Food,0,0,42,2,52,0
133.37,9,Food,0,0,96,0,69,0
60.92,17,Food,0,0,30,2,24,0
283.38,21,Travel,0,0,46,4,40,0
155.12,18,Travel,0,0,35,1,18,0
181.21,20,Travel,0,0,96,5,37,0
287.83,0,Travel,0,0,33,0,49,0
90.74,23,Grocery,0,0,37,0,51,0
443.91,3,Travel,0,0,27,3,67,0
137.07,3,Travel,0,0,91,2,37,0
30.95,1,Travel,0,0,31,2,31,0
214.27,18,Electronics,0,0,91,0,22,0
283.73,20,Electronics,1,0,99,0,41,0
68.56,11,Electronics,0,0,70,2,38,0
350.31,9,Clothing,0,0,82,1,29,0
425.88,12,Grocery,0,0,52,0,19,0
58.36,21,Food,0,1,55,4,27,0
739.03,22,Travel,0,0,76,1,30,0
27.3,19,Electronics,1,0,33,2,48,0
40.62,22,Grocery,0,0,32,1,63,0
36.65,14,Travel,0,0,42,1,41,0
403.96,2,Clothing,0,0,73,1,43,0
191.19,22,Food,0,1,35,2,50,0
29.7,19,Travel,0,0,26,3,58,0
104.47,12,Food,0,0,53,5,41,0
171.95,7,Travel,0,0,79,2,18,0
15.69,6,Clothing,0,0,77,1,26,0
385.31,23,Grocery,0,0,50,0,48,0
292.97,7,Food,0,0,75,3,41,0
126.65,17,Food,0,0,30,0,60,0
614.72,8,Grocery,1,0,36,6,43,1
97.36,5,Food,0,1,58,0,56,0
745.58,3,Electronics,0,0,94,3,39,0
198.43,14,Grocery,1,0,88,0,50,0
181.25,4,Clothing,0,0,61,2,49,0
32.66,4,Travel,0,0,61,4,50,0
384.56,6,Travel,0,0,32,1,26,0
100.39,8,Grocery,0,0,61,2,32,0
31.86,6,Electronics,0,0,70,1,39,0
2.28,8,Clothing,0,0,55,7,33,0
147.68,19,Travel,0,0,35,1,52,0
134.91,9,Travel,0,0,60,0,42,0
228.72,3,Electronics,0,0,92,0,52,0
397.73,5,Food,0,0,41,3,42,0
14.89,23,Grocery,0,0,40,3,63,0
236.68,13,Electronics,0,0,54,2,54,0
37.36,8,Electronics,0,0,63,1,66,0
351.57,0,Electronics,0,0,68,2,27,0
307.73,16,Electronics,0,0,93,4,33,0
140.09,12,Food,0,0,61,2,35,0
222.97,23,Clothing,1,0,50,0,62,0
67.93,6,Electronics,0,0,45,1,67,0
114.68,8,Electronics,0,0,43,2,46,0
310.31,10,Grocery,0,0,35,1,34,0
110.67,2,Travel,1,0,43,5,21,1
79.71,11,Food,0,0,93,1,21,0
122.69,20,Electronics,0,1,26,2,32,0
317.11,2,Clothing,0,0,49,7,21,0
73.49,14,Clothing,0,0,54,2,30,0
34.36,20,Clothing,0,0,41,6,67,0
224.07,9,Grocery,0,0,42,1,23,0
314.74,0,Clothing,0,0,64,0,22,0
19.09,13,Grocery,0,0,30,1,50,0
49.37,19,Food,0,0,67,3,23,0
27.56,5,Clothing,0,0,94,2,51,0
76.97,1,Travel,0,0,41,3,22,0
107.73,22,Electronics,0,1,66,1,65,0
248.69,7,Food,0,0,43,3,53,0
189.56,0,Travel,0,0,79,2,30,0
174.61,3,Food,0,0,53,3,45,0
78.2,3,Clothing,0,0,78,1,24,0
331.5,4,Food,0,0,95,5,26,0
114.72,19,Food,0,0,32,1,43,0
696.28,8,Food,0,0,32,1,50,0
180.99,22,Grocery,0,0,93,1,40,0
24.3,12,Travel,0,0,67,1,54,0
202.96,17,Clothing,1,0,74,0,43,0
70.78,16,Electronics,0,0,28,2,69,0
208.69,0,Clothing,0,0,60,2,28,0
12.99,21,Clothing,0,0,29,3,66,0
34.6,14,Grocery,0,1,43,2,30,0
348.5,1,Grocery,0,0,66,2,69,0
46.39,15,Food,0,0,39,4,44,0
326.57,19,Clothing,0,0,82,2,19,0
58.95,21,Travel,1,0,38,0,33,0
185.34,4,Grocery,0,0,72,3,68,0
213.24,21,Grocery,0,0,96,1,46,0
129.38,18,Travel,1,0,97,2,37,0
65.57,4,Grocery,0,0,99,2,49,0
43.03,1,Travel,0,0,87,2,40,0
6.08,6,Electronics,0,0,79,3,26,0
65.22,2,Travel,0,1,56,1,49,0
190.6,16,Electronics,0,1,60,2,21,0
501.4,23,Food,0,0,99,4,67,0
368.92,23,Food,0,0,81,6,59,0
261.49,2,Grocery,0,0,68,2,64,0
279.59,12,Travel,0,0,58,1,62,0
196.84,6,Grocery,1,1,75,5,65,1
54.27,23,Travel,0,0,93,3,27,0
427.91,2,Grocery,0,0,34,1,21,0
199.96,14,Food,0,0,36,1,65,0
147.96,17,Food,0,0,65,5,28,0
21.18,9,Grocery,0,0,27,3,19,0
106.65,22,Travel,0,0,89,1,45,0
111.03,6,Clothing,0,0,64,4,29,0
359.87,8,Travel,0,0,89,2,57,0
142.4,4,Grocery,1,0,95,4,38,0
86.16,19,Travel,0,0,54,1,62,0
677.45,7,Electronics,0,0,96,1,51,0
21.12,13,Travel,0,0,91,0,51,0
98.84,3,Food,0,1,67,3,53,0
7.73,19,Food,0,0,77,1,67,0
242.41,13,Electronics,0,0,54,5,20,0
450.35,11,Travel,0,1,65,0,56,0
59.14,1,Clothing,0,0,68,1,23,0
351.78,12,Travel,1,0,61,3,18,0
62.21,0,Food,0,1,30,0,58,1
434.98,19,Food,1,0,61,3,29,0
252.41,6,Grocery,0,0,25,2,56,0
294.17,8,Food,0,0,34,4,18,0
3.27,16,Grocery,0,0,50,1,37,0
592.51,20,Food,0,0,41,1,53,0
233.47,22,Food,0,0,88,2,55,0
65.43,12,Clothing,0,0,51,1,65,0
318.31,22,Grocery,0,0,99,5,64,0
59.51,9,Grocery,0,0,92,2,20,0
371.09,15,Food,0,0,42,4,67,0
21.5,5,Grocery,0,0,74,3,68,0
218.94,15,Food,0,1,89,1,62,0
140.05,10,Food,0,0,44,1,37,0
18.27,19,Travel,0,0,86,0,63,0
49.85,2,Grocery,0,1,99,1,63,0
2.25,8,Electronics,0,0,83,1,25,0
113.86,14,Grocery,0,0,49,2,28,0
64.53,12,Grocery,0,0,89,1,61,0
164.19,9,Clothing,0,0,89,1,18,0
63.49,19,Electronics,0,0,91,0,47,0
64.18,23,Electronics,0,1,82,2,58,0
244.7,12,Clothing,0,1,64,0,69,0
8.88,16,Clothing,0,0,71,3,31,0
419.75,6,Grocery,0,0,67,0,37,0
344.22,5,Travel,0,0,32,2,63,0
198.37,12,Clothing,0,0,86,3,47,0
161.91,16,Electronics,0,1,58,2,62,0
401.12,14,Electronics,0,0,32,1,29,0
36.9,3,Grocery,0,0,49,3,29,0
14.81,14,Travel,0,0,50,6,69,0
49.28,13,Food,0,0,78,2,56,0
284.88,20,Clothing,0,0,65,4,19,0
6.35,10,Clothing,0,0,96,8,40,0
157.36,23,Grocery,0,0,87,1,28,0
970.18,3,Travel,0,0,96,1,65,0
348.45,2,Electronics,1,0,99,5,30,1
132.66,1,Electronics,0,0,31,4,35,0
11.84,19,Food,0,0,93,2,36,0
320.41,9,Electronics,0,0,74,3,44,0
164.47,12,Clothing,0,0,67,0,28,0
21.98,19,Food,0,0,41,2,47,0
17.74,20,Travel,0,0,45,3,18,0
432.69,22,Food,0,0,30,4,30,0
199.12,17,Travel,0,0,95,3,25,0
318.2,20,Electronics,0,0,99,3,39,0
380.12,15,Grocery,0,0,62,3,37,0
152.66,10,Food,0,0,87,0,31,0
131.16,9,Food,0,0,36,2,31,0
101.32,8,Clothing,0,0,46,0,33,0
68.61,11,Clothing,0,0,27,2,36,0
102.64,18,Travel,0,0,43,3,56,0
267.6,0,Grocery,0,0,67,2,46,0
165.8,17,Clothing,0,0,91,1,55,0
401.49,13,Clothing,0,0,29,1,26,0
105.46,21,Electronics,0,1,53,0,67,0
168.15,20,Electronics,0,0,29,2,23,0
179.6,0,Clothing,1,0,69,3,43,0
161.23,16,Travel,0,0,78,1,66,0
218.3,10,Grocery,0,0,48,1,53,0
48.79,19,Clothing,0,0,45,2,37,0
129.27,14,Travel,0,0,56,2,58,0
19.81,3,Travel,0,0,29,1,42,0
87.36,14,Clothing,1,0,86,0,25,0
120.38,21,Travel,0,0,42,6,64,0
190.12,21,Food,1,0,59,2,57,0
541.15,13,Travel,0,0,29,3,44,0
165.23,21,Clothing,0,0,33,1,38,0
244.98,0,Travel,1,0,28,3,28,1
127.04,8,Clothing,1,0,57,3,36,0
180.97,6,Electronics,0,0,46,2,30,0
13.24,22,Clothing,1,0,83,2,64,0
52.84,10,Travel,0,0,35,1,22,0
80.85,22,Clothing,1,0,93,3,43,0
115.13,1,Grocery,1,0,34,1,24,1
8.41,1,Clothing,0,0,27,5,30,1
27.15,5,Clothing,0,1,39,3,65,0
58.34,22,Grocery,0,0,61,3,41,0
640.62,18,Grocery,0,0,64,1,65,0
72.45,19,Grocery,0,0,41,2,41,0
118.41,13,Food,0,0,44,2,51,0
39.29,2,Clothing,0,1,28,1,56,1
169.85,6,Grocery,0,0,58,2,21,0
59.3,6,Grocery,0,0,58,3,37,0
41.75,3,Electronics,0,0,91,1,30,0
130.83,22,Food,0,0,52,2,47,0
0.99,4,Clothing,0,0,60,2,54,0
1.38,16,Travel,0,1,59,4,40,0
44.51,3,Food,0,0,65,3,61,0
6.73,22,Food,0,0,83,0,30,0
20.58,12,Electronics,0,0,98,1,58,0
74.48,15,Clothing,0,0,41,1,65,0
292.04,15,Clothing,0,0,54,4,55,0
152.77,1,Grocery,0,0,78,2,62,0
129.39,17,Grocery,0,0,76,0,31,0
62.53,0,Food,0,0,96,3,53,0
483.23,17,Electronics,0,0,47,3,58,0
91.06,7,Clothing,0,0,43,3,22,0
16.4,10,Electronics,0,0,61,3,28,0
172.78,23,Travel,0,0,83,0,33,0
21.75,23,Clothing,0,0,60,1,29,0
76.22,14,Grocery,0,0,92,2,34,0
127.45,15,Food,0,0,50,1,48,0
373.18,16,Electronics,0,0,51,1,25,0
122.46,16,Grocery,0,0,86,4,29,0
218.08,11,Food,0,0,86,3,25,0
888.48,9,Grocery,0,0,76,1,30,0
25.38,19,Clothing,0,0,68,0,40,0
57.82,5,Electronics,0,0,57,0,22,0
90.33,7,Travel,0,0,87,2,25,0
98.62,12,Grocery,0,0,96,1,20,0
95.29,1,Electronics,0,0,93,1,60,0
428.71,18,Clothing,0,0,58,3,22,0
225.34,21,Grocery,0,0,51,0,65,0
168.53,9,Clothing,0,0,60,2,59,0
66.63,3,Travel,0,0,28,1,59,0
312.49,11,Travel,0,0,77,1,42,0
558.44,17,Food,0,0,95,2,49,0
309.87,6,Food,0,0,61,2,33,0
0.28,19,Food,0,0,74,2,28,0
182.11,23,Clothing,0,0,94,2,41,0
9.45,23,Food,1,0,50,0,58,0
53.62,22,Electronics,0,0,49,1,41,0
11.05,3,Clothing,1,0,57,3,56,0
166.65,6,Clothing,0,0,91,0,63,0
208.84,9,Food,0,0,97,6,63,0
21.89,14,Food,0,0,61,2,39,0
87.16,11,Clothing,0,0,62,2,35,0
109.66,0,Travel,0,0,51,1,34,0
82.9,19,Travel,0,0,37,0,18,0
23.22,17,Food,0,0,47,3,29,0
97.72,15,Travel,0,0,91,1,40,0
250.38,4,Electronics,0,0,79,1,25,0
13.26,18,Electronics,0,0,61,1,50,0
15.04,3,Electronics,0,0,36,3,29,0
78.87,5,Clothing,0,0,78,2,34,0
511.67,16,Clothing,0,0,44,3,47,0
198.78,6,Clothing,0,0,42,2,56,0
204.35,23,Clothing,0,0,31,2,60,0
80.87,22,Clothing,0,0,26,1,30,0
162.1,6,Food,0,0,78,4,38,0
1.83,8,Travel,0,0,32,1,26,0
181.96,12,Food,0,0,57,5,45,0
440.13,19,Travel,0,0,70,4,24,0
170.68,13,Food,0,0,66,1,35,0
372.44,15,Electronics,0,0,87,2,67,0
231.71,22,Grocery,0,0,57,1,59,0
23.12,8,Clothing,0,0,93,0,50,0
418.94,14,Grocery,0,0,94,1,63,0
12.38,4,Grocery,0,0,28,0,40,0
137.43,17,Electronics,0,0,82,2,18,0
27.6,20,Grocery,0,0,53,2,56,0
2.12,19,Grocery,1,0,45,2,36,0
98.68,7,Electronics,0,0,50,2,36,0
62.93,14,Travel,0,0,65,3,21,0
119.8,20,Food,0,0,58,4,24,0
154.95,8,Grocery,0,0,68,4,46,0
8.05,18,Clothing,0,0,25,1,65,0
23.63,21,Electronics,0,0,56,2,56,0
147.22,5,Grocery,0,0,56,2,28,0
75.66,3,Travel,0,0,75,3,46,0
235.13,10,Travel,0,0,48,0,25,0
190.15,9,Clothing,0,0,68,1,62,0
336.28,2,Grocery,0,0,61,0,26,0
212.27,0,Clothing,0,0,90,3,22,0
101.16,11,Travel,1,0,38,0,48,0
201.18,22,Travel,0,0,41,2,27,0
57.98,14,Food,0,0,39,3,60,0
65.83,14,Travel,0,0,85,3,41,0
280.05,20,Electronics,0,1,73,1,34,0
106.44,13,Food,0,0,32,0,64,0
288.25,6,Clothing,0,0,27,0,28,0
311.1,16,Travel,0,0,99,0,51,0
350.79,23,Electronics,0,0,51,2,41,0
447.22,18,Food,0,0,33,2,25,0
101.49,6,Electronics,0,0,39,3,61,0
69.12,2,Food,0,0,56,0,56,0
157.09,2,Food,0,0,35,3,41,0
83.5,17,Food,0,0,27,2,19,0
165.42,19,Clothing,0,0,50,2,25,0
220.1,21,Food,0,1,31,2,48,0
209.89,13,Food,1,0,79,4,64,0
84.47,2,Electronics,1,0,63,2,61,0
32.86,6,Food,0,0,28,4,52,0
101.35,6,Clothing,0,0,54,0,21,0
27.69,4,Electronics,0,0,62,3,29,0
397.47,2,Food,0,0,75,2,56,0
76.4,17,Electronics,0,0,60,1,33,0
30.2,14,Clothing,0,0,84,1,39,0
4.64,19,Electronics,0,0,75,1,34,0
186.83,13,Clothing,0,0,73,1,42,0
182.36,3,Travel,0,0,39,3,68,0
74.96,23,Food,0,0,97,2,32,0
13.39,7,Clothing,0,0,52,1,37,0
94.86,20,Food,0,0,49,3,48,0
67.11,12,Clothing,0,0,60,1,67,0
203.49,21,Grocery,0,0,28,4,22,0
167.55,7,Grocery,0,0,45,2,47,0
81.63,14,Grocery,0,0,89,2,44,0
44.24,16,Clothing,0,0,93,3,63,0
796.65,4,Food,0,0,34,1,31,0
108.93,19,Grocery,0,0,74,0,63,0
209.81,3,Food,0,0,34,3,34,0
27.26,10,Clothing,0,0,40,4,47,0
119.65,17,Food,1,0,62,3,63,0
5.03,9,Food,0,0,91,2,21,0
126.74,16,Grocery,0,0,44,1,59,0
598.45,14,Electronics,0,0,93,5,21,0
87.27,5,Travel,0,0,94,0,20,0
7.16,22,Clothing,0,0,49,2,24,0
5.66,20,Clothing,0,0,78,4,69,0
88.38,15,Clothing,0,0,36,2,56,0
31.39,14,Travel,1,0,89,3,52,0
4.25,7,Electronics,0,0,78,1,30,0
254.06,8,Food,1,0,91,6,53,0
110.42,10,Clothing,0,0,45,3,68,0
61.46,1,Food,0,0,29,3,53,0
414.62,12,Grocery,0,0,82,2,64,0
22.22,3,Grocery,0,0,28,4,45,0
561.91,8,Grocery,0,0,43,1,69,0
67.83,4,Clothing,0,0,79,3,49,0
394.72,18,Travel,0,0,85,1,61,0
166.26,21,Clothing,1,0,96,1,31,0
315.5,2,Grocery,0,1,48,2,53,0
744.48,20,Grocery,0,0,92,1,52,0
61.24,2,Clothing,0,0,43,3,55,0
584.58,5,Travel,0,0,48,0,64,0
88.82,9,Travel,0,0,78,0,22,0
87.65,4,Food,1,0,45,1,23,0
74.9,2,Electronics,0,0,96,2,29,0
140.33,21,Grocery,0,0,43,2,56,0
30.13,23,Travel,0,0,99,2,69,0
145.22,6,Grocery,0,0,77,6,60,0
140.44,21,Electronics,0,0,74,0,66,0
258.31,17,Grocery,0,1,47,3,29,0
322.86,22,Travel,0,0,61,2,25,0
104.51,7,Food,0,0,52,3,62,0
64.8,0,Clothing,0,0,95,1,35,0
54.04,3,Clothing,0,0,45,3,68,0
38.96,23,Travel,0,0,45,3,35,0
10.69,6,Travel,1,0,65,2,27,0
75.46,13,Electronics,0,0,59,4,23,0
56.71,12,Grocery,0,0,25,1,22,0
610.87,9,Electronics,0,0,91,1,62,0
146.84,22,Clothing,0,0,94,2,40,0
76.79,17,Grocery,0,0,28,0,42,0
156.35,0,Electronics,0,0,25,1,24,0
26.98,3,Clothing,0,0,45,2,60,0
105.67,15,Grocery,0,0,76,2,62,0
177.14,15,Food,0,1,77,4,22,0
120.81,17,Food,1,0,80,2,48,0
92.48,7,Electronics,1,0,97,3,36,0
916.39,9,Travel,0,0,90,4,68,0
382.12,15,Grocery,1,0,91,2,53,0
175.79,22,Electronics,1,0,57,3,61,0
151.65,23,Travel,0,0,47,3,67,0
174.48,10,Travel,0,0,30,1,52,0
40.46,5,Grocery,0,0,71,3,60,0
90.5,0,Grocery,1,0,82,3,26,0
7.25,11,Travel,0,1,29,4,41,0
116.17,5,Clothing,0,0,33,2,35,0
140.96,12,Electronics,0,0,27,3,61,0
46.52,16,Grocery,0,0,85,2,26,0
598.51,0,Travel,0,0,88,3,55,0
432.34,7,Clothing,0,0,70,0,51,0
230.52,21,Food,1,0,80,3,50,0
137.21,7,Travel,0,0,63,0,21,0
367.2,23,Clothing,0,0,37,1,37,0
25.2,10,Food,0,0,65,0,40,0
281.35,13,Clothing,0,0,35,3,67,0
24,23,Grocery,0,0,65,2,53,0
284.56,9,Travel,1,1,99,2,43,0
58.08,14,Food,0,0,71,4,60,0
377.34,6,Clothing,0,0,73,3,18,0
518.97,6,Food,1,0,89,3,56,0
29,9,Electronics,1,0,59,3,60,0
111.81,3,Travel,0,0,59,1,49,0
713.28,17,Grocery,0,0,91,3,65,0
118.89,9,Food,0,0,28,5,68,0
358.52,18,Clothing,0,0,48,2,45,0
159.93,13,Food,0,0,60,1,41,0
84.7,12,Clothing,0,1,80,3,30,0
60.58,14,Food,0,0,28,3,50,0
40.89,15,Grocery,0,0,64,1,29,0
258.23,1,Grocery,0,0,67,1,50,0
87.96,3,Travel,0,0,82,1,31,0
128.87,20,Grocery,0,0,86,1,30,0
122.02,17,Food,0,0,31,0,65,0
154.99,16,Food,0,0,33,1,54,0
361.22,9,Grocery,0,0,46,1,44,0
710.94,20,Electronics,0,0,28,1,21,0
94.24,8,Food,0,1,60,2,21,0
316.34,14,Travel,0,0,94,2,57,0
260.31,11,Electronics,0,0,91,4,64,0
153.4,20,Grocery,0,0,59,1,33,0
562.43,8,Clothing,0,0,57,3,56,0
40.27,13,Food,1,1,31,1,57,1
20.83,12,Clothing,0,0,79,5,35,0
346.3,5,Travel,0,0,71,2,33,0
104.09,18,Electronics,0,0,86,3,64,0
337.88,3,Clothing,0,0,91,1,48,0
402.44,19,Travel,0,0,88,1,43,0
11.61,16,Clothing,1,0,67,1,40,0
386.92,18,Clothing,0,0,42,1,69,0
107.06,2,Travel,0,0,27,2,65,0
128.56,13,Food,0,0,83,1,65,0
177.32,16,Clothing,0,0,86,3,19,0
469.6,12,Travel,0,0,63,2,55,0
3.47,8,Clothing,0,0,88,4,28,0
116.62,0,Food,0,0,97,3,22,0
209.5,16,Travel,0,0,84,3,64,0
230.88,15,Clothing,0,0,66,1,31,0
212.29,17,Grocery,0,0,29,2,33,0
25.99,1,Food,0,0,70,4,65,0
64.05,13,Clothing,0,0,28,2,58,0
79.97,21,Electronics,1,0,38,0,68,0
293.74,22,Travel,0,0,35,1,54,0
58.82,16,Clothing,0,0,84,5,38,0
42.59,2,Food,0,1,46,2,25,0
568.27,1,Food,0,0,29,4,31,0
1.6,7,Electronics,0,0,77,2,26,0
1103.19,1,Electronics,0,0,36,0,29,1
203.32,1,Clothing,0,0,45,2,32,0
317.34,8,Grocery,0,0,48,1,42,0
62.82,19,Food,0,1,37,1,38,0
2.6,20,Grocery,1,0,50,2,63,0
241,5,Grocery,0,0,64,1,51,0
323.4,11,Clothing,0,0,50,1,43,0
242.8,8,Travel,0,0,69,1,21,0
27.75,6,Travel,0,0,54,5,42,0
252.02,11,Travel,0,0,88,3,57,0
263.7,4,Electronics,0,0,97,3,49,0
193.41,15,Food,1,0,62,1,46,0
261.53,4,Electronics,1,0,42,3,39,0
336.65,11,Food,0,0,33,2,51,0
171.16,23,Food,0,0,80,2,36,0
16.7,19,Food,0,0,62,2,67,0
120.37,8,Clothing,0,0,45,2,23,0
14.55,22,Travel,0,0,95,2,37,0
94.23,6,Electronics,0,0,36,1,33,0
94.09,18,Electronics,0,1,60,1,50,0
12.29,19,Clothing,0,0,35,1,26,0
77.21,22,Food,0,1,91,5,39,0
21.18,10,Travel,0,0,51,4,51,0
297.27,20,Grocery,1,0,87,2,64,0
531.1,11,Grocery,0,0,95,2,36,0
13.51,2,Clothing,0,0,90,2,58,0
558.66,16,Travel,0,0,98,1,58,0
133.08,6,Grocery,0,0,91,3,54,0
64.09,21,Grocery,1,0,89,1,21,0
14.4,9,Electronics,0,0,58,2,22,0
124.99,22,Travel,0,0,58,1,29,0
284.83,14,Grocery,0,0,88,1,50,0
221.02,1,Electronics,0,0,41,3,68,0
9.28,12,Travel,0,0,75,2,26,0
13.63,3,Food,0,0,80,1,61,0
92.81,17,Travel,1,0,72,1,46,0
62.99,23,Clothing,0,0,86,0,47,0
47.6,22,Electronics,0,0,80,0,46,0
59.38,0,Food,0,0,35,0,62,0
292.86,1,Electronics,0,0,44,2,69,0
476.69,1,Electronics,0,0,92,1,34,0
93.49,3,Grocery,0,0,58,2,52,0
425.82,2,Travel,0,0,66,5,30,0
69.82,16,Electronics,0,0,65,2,63,0
116.48,13,Electronics,0,0,86,3,53,0
46.12,1,Clothing,0,1,41,1,21,0
184.14,15,Clothing,0,0,36,2,18,0
695.22,10,Clothing,0,0,92,3,55,0
166.51,12,Electronics,0,0,65,5,60,0
79.72,0,Food,0,0,38,0,44,0
187.85,22,Travel,0,0,28,2,45,0
23.61,1,Electronics,0,0,98,3,42,0
395.13,1,Grocery,0,0,38,5,41,1
125.88,20,Food,0,0,33,3,19,0
107.4,4,Food,0,0,67,2,40,0
158.68,3,Travel,0,0,44,1,68,0
176.45,11,Food,0,0,25,4,39,0
13.41,2,Travel,0,0,96,2,35,0
206.58,19,Food,0,0,41,1,69,0
49.86,9,Travel,0,0,44,1,33,0
225.29,19,Clothing,0,0,83,3,49,0
311.22,17,Clothing,0,1,37,1,20,0
293.3,20,Food,0,0,71,2,18,0
144.73,20,Food,0,0,74,0,51,0
132.18,20,Travel,0,0,64,2,62,0
27.75,9,Travel,0,0,31,2,43,0
268.78,0,Electronics,0,0,79,1,63,0
57,5,Clothing,0,0,75,3,57,0
123.58,10,Electronics,0,1,26,3,63,0
60.2,1,Electronics,0,0,38,0,23,0
25.86,6,Grocery,0,0,41,4,61,0
178.75,19,Travel,0,0,25,3,53,0
10.06,20,Grocery,0,0,25,3,26,0
248.56,20,Grocery,0,0,50,0,24,0
68.78,20,Electronics,0,0,70,3,48,0
0.02,17,Grocery,0,0,37,4,50,0
128.82,20,Travel,0,0,58,5,21,0
8.64,18,Electronics,0,0,86,4,23,0
58.18,3,Travel,0,0,97,0,28,0
220.95,12,Food,1,0,75,4,57,0
11.65,17,Grocery,0,0,65,2,30,0
329.12,19,Electronics,0,0,79,2,26,0
0.69,23,Clothing,0,0,52,2,68,0
51.02,12,Travel,0,0,85,1,35,0
243.1,18,Grocery,0,0,31,0,43,0
68.43,16,Travel,0,0,26,0,40,0
19.34,0,Travel,0,0,26,2,40,0
80.4,5,Food,0,0,52,2,68,0
56.74,18,Travel,0,0,78,2,22,0
332.94,19,Food,0,0,82,0,27,0
67.67,0,Food,0,0,71,3,64,0
280,7,Food,0,0,85,3,57,0
400.4,16,Grocery,0,0,64,1,36,0
